值域代码,值域名称,代码,名称,说明
LY.00.246,急诊患者去向,1,医嘱离院,
LY.00.246,急诊患者去向,2,医嘱转院,
LY.00.246,急诊患者去向,3,医嘱转社区卫生服务机构/乡镇卫生院,
LY.00.246,急诊患者去向,4,非医嘱离院,
LY.00.246,急诊患者去向,5,死亡,
LY.00.246,急诊患者去向,6,急诊留观,
LY.00.246,急诊患者去向,7,急诊转入院,
LY.00.246,急诊患者去向,9,其他,
LY.00.247,医学影像检查结果互认项目,DX0040010-0112,胸部正侧位X线摄影,胸部
LY.00.247,医学影像检查结果互认项目,DX0040010-0101,胸部正位X线摄影,胸部，胸部后前位X线摄影
LY.00.247,医学影像检查结果互认项目,MG0090020-0101,右侧乳腺钼靶X线摄影,乳腺
LY.00.247,医学影像检查结果互认项目,MG0090010-0101,左侧乳腺钼靶X线摄影,乳腺
LY.00.247,医学影像检查结果互认项目,DX0050029-0101,正位腹部X线摄影,腹部，立位正位腹部X线摄影，包括膈肌
LY.00.247,医学影像检查结果互认项目,DX0050029-0102,侧位腹部X线摄影,腹部，立位侧位腹部X线摄影，包括膈肌
LY.00.247,医学影像检查结果互认项目,DX0050028-0101,腹部尿路X线摄影(KUB),腹部，卧位腹部尿路X线摄影(KUB)，包括耻骨联合
LY.00.247,医学影像检查结果互认项目,DX0060150-0101,骨盆正位X线摄影,骨盆，骨盆前后位X线摄影
LY.00.247,医学影像检查结果互认项目,DX0080069-0101,双髋关节正位X线摄影,骨盆
LY.00.247,医学影像检查结果互认项目,DX0080050-0112,左髋关节正侧位X线摄影,骨盆
LY.00.247,医学影像检查结果互认项目,DX0080050-0101,左髋关节正位X线摄影,骨盆
LY.00.247,医学影像检查结果互认项目,DX0080060-0112,右髋关节正侧位X线摄影,骨盆
LY.00.247,医学影像检查结果互认项目,DX0080060-0101,右髋关节正位X线摄影,骨盆
LY.00.247,医学影像检查结果互认项目,DX0060089-0112,骶尾椎正侧位X线摄影,脊柱
LY.00.247,医学影像检查结果互认项目,DX0060010-0112,颈椎正侧位X线摄影,脊柱
LY.00.247,医学影像检查结果互认项目,DX0060040-0112,胸腰椎正侧位X线摄影,脊柱
LY.00.247,医学影像检查结果互认项目,DX0060030-0112,胸椎正侧位X线摄影,脊柱
LY.00.247,医学影像检查结果互认项目,DX0060050-0112,腰椎正侧位X线摄影,脊柱
LY.00.247,医学影像检查结果互认项目,DX0080020-0112,左肩关节正侧位X线摄影,上肢，左肩关节前后位及穿胸位X线摄影
LY.00.247,医学影像检查结果互认项目,DX0080030-0112,右肩关节正侧位X线摄影,上肢，右肩关节前后位及穿胸位X线摄影
LY.00.247,医学影像检查结果互认项目,DX0080020-0101,左肩关节正位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0080030-0101,右肩关节正位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0070010-0112,左肱骨正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0070020-0112,右肱骨正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0080090-0112,左肘关节正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0080100-0112,右肘关节正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0070150-0112,左尺桡骨正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0070160-0112,右尺桡骨正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0080110-0112,左腕关节正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0080120-0112,右腕关节正侧位X线摄影,上肢
LY.00.247,医学影像检查结果互认项目,DX0070070-0112,左股骨正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0070080-0112,右股骨正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0080130-0112,左膝关节正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0080140-0112,右膝关节正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0070250-0112,左胫腓骨正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0070260-0112,右胫腓骨正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0080150-0112,左踝关节正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0080160-0112,右踝关节正侧位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0070110-0113,左足正斜位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,DX0070120-0113,右足正斜位X线摄影,下肢
LY.00.247,医学影像检查结果互认项目,CT0010010-0101,头部X线计算机体层(CT)平扫,头部，头部CT普通扫描（平扫）
LY.00.247,医学影像检查结果互认项目,CT0030010-0101,颈部X线计算机体层(CT)平扫,颈部，颈部/甲状腺CT平扫
LY.00.247,医学影像检查结果互认项目,CT0040010-0101,胸部X线计算机体层(CT)平扫,心胸，胸部CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0050010-0101,上腹部X线计算机体层(CT)平扫,腹盆，上腹部CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0050030-0101,盆腔X线计算机体层(CT)平扫,腹盆，盆腔CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0060150-0101,骨盆部X线计算机体层(CT)平扫,腹盆，骨盆部CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0060010-0101,颈椎X线计算机体层(CT)平扫,脊柱，颈椎CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0060030-0101,胸椎X线计算机体层(CT)平扫,脊柱，胸椎CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0060050-0101,腰椎X线计算机体层(CT)平扫,脊柱，腰椎CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0060089-0101,骶尾部X线计算机体层(CT)平扫,脊柱，骶尾部CT普通扫描
LY.00.247,医学影像检查结果互认项目,CT0080020-0102,左肩关节X线计算机体层(CT)平扫,上肢，左侧肩关节CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0080030-0102,右肩关节X线计算机体层(CT)平扫,上肢，右侧肩关节CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070130-0102,左上臂X线计算机体层(CT)平扫,上肢，左侧上臂CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070140-0102,右上臂X线计算机体层(CT)平扫,上肢，右侧上臂CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070150-0102,左前臂X线计算机体层(CT)平扫,上肢，左侧前臂CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070160-0102,右前臂X线计算机体层(CT)平扫,上肢，右侧前臂CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070050-0102,左手部X线计算机体层(CT)平扫,上肢，左侧手部CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070060-0102,右手部X线计算机体层(CT)平扫,上肢，右侧手部CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070210-0102,左大腿X线计算机体层(CT)平扫,下肢，左侧大腿CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070220-0102,右大腿X线计算机体层(CT)平扫,下肢，右侧大腿CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070250-0102,左小腿X线计算机体层(CT)平扫,下肢，左侧小腿CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070260-0102,右小腿X线计算机体层(CT)平扫,下肢，右侧小腿CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070110-0102,左足部X线计算机体层(CT)平扫,下肢，左侧足部CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0070120-0102,右足部X线计算机体层(CT)平扫,下肢，右侧足部CT薄层扫描（3D处理）
LY.00.247,医学影像检查结果互认项目,CT0010010-0201,头部X线计算机体层(CT)增强扫描,头颈，头部CT增强扫描
LY.00.247,医学影像检查结果互认项目,CT0030010-0201,颈部X线计算机体层(CT)增强扫描,头颈，颈部CT增强扫描
LY.00.247,医学影像检查结果互认项目,CT0040010-0201,胸部X线计算机体层(CT)增强扫描,心胸，胸部CT增强扫描
LY.00.247,医学影像检查结果互认项目,CT0050010-0201,上腹部X线计算机体层(CT)增强扫描,腹盆，上腹部CT增强扫描
LY.00.247,医学影像检查结果互认项目,CT0050030-0201,盆腔X线计算机体层(CT)增强扫描,腹盆，盆腔CT增强扫描
LY.00.247,医学影像检查结果互认项目,CT0050028-0402,泌尿系统CT三维成像,腹盆，泌尿系CT平扫加增强扫描，包括双肾、输尿管和膀胱
LY.00.247,医学影像检查结果互认项目,MR0010010-0101,颅脑磁共振成像,头部，1.5T及以上颅脑MRI普通扫描（平扫）
LY.00.247,医学影像检查结果互认项目,MR0030010-0101,颈部磁共振成像,颈部，1.5T及以上颈部MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0060010-0101,颈椎磁共振成像,脊柱，1.5T及以上颈椎MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0060030-0101,胸椎磁共振成像,脊柱，1.5T及以上胸椎MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0060050-0101,腰椎磁共振成像,脊柱，1.5T及以上腰椎MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0060040-0101,胸腰段椎体磁共振成像,脊柱，1.5T及以上胸腰段椎体（T10-L3）MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080020-0101,左肩关节磁共振成像,上肢，1.5T及以上左侧肩关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080030-0101,右肩关节磁共振成像,上肢，1.5T及以上右侧肩关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070130-0101,左上臂磁共振成像,上肢，1.5T及以上左上臂MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070140-0101,右上臂磁共振成像,上肢，1.5T及以上右上臂MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080090-0101,左肘关节磁共振成像,上肢，1.5T及以上左侧肘关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080100-0101,右肘关节磁共振成像,上肢，1.5T及以上右侧肘关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070030-0101,左前臂磁共振成像,上肢，1.5T及以上左前臂MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070040-0101,右前臂磁共振成像,上肢，1.5T及以上右前臂MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080110-0101,左腕关节磁共振成像,上肢，1.5T及以上左侧腕关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080120-0101,右腕关节磁共振成像,上肢，1.5T及以上右侧腕关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070069-0101,双髋关节磁共振成像,骨盆，1.5T及以上双侧髋关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070070-0101,左大腿磁共振成像,下肢，1.5T及以上左大腿MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070080-0101,右大腿磁共振成像,下肢，1.5T及以上右大腿MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080130-0101,左膝关节磁共振成像,下肢，1.5T及以上左侧膝关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080140-0101,右膝关节磁共振成像,下肢，1.5T及以上右侧膝关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070090-0101,左小腿磁共振成像,下肢，1.5T及以上左小腿MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0070100-0101,右小腿磁共振成像,下肢，1.5T及以上右小腿MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080150-0101,左踝关节磁共振成像,下肢，1.5T及以上左侧踝关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0080160-0101,右踝关节磁共振成像,下肢，1.5T及以上右侧踝关节MRI普通扫描
LY.00.247,医学影像检查结果互认项目,MR0010010-0201,颅脑磁共振增强成像,头部，1.5T及以上颅脑MRI增强扫描
LY.00.247,医学影像检查结果互认项目,MR0030010-0201,颈部磁共振增强成像,颈部，1.5T及以上颈部MRI增强扫描
LY.00.247,医学影像检查结果互认项目,MR0060010-0201,颈椎磁共振增强成像,脊柱，1.5T及以上颈椎MRI增强扫描
LY.00.247,医学影像检查结果互认项目,MR0060030-0201,胸椎磁共振增强成像,脊柱，1.5T及以上胸椎MRI增强扫描
LY.00.247,医学影像检查结果互认项目,MR0060050-0201,腰椎磁共振增强成像,脊柱，1.5T及以上腰椎MRI增强扫描
LY.00.248,医院性质,1,国营,
LY.00.248,医院性质,2,民营,
LY.00.248,医院性质,3,合资,
LY.00.248,医院性质,4,外资,
LY.00.248,医院性质,5,个体,
LY.00.248,医院性质,6,其他,
LY.00.249,传染病疾病编码,A00,霍乱,
LY.00.249,传染病疾病编码,A01.0,伤 寒,
LY.00.249,传染病疾病编码,A01.1,副伤寒,
LY.00.249,传染病疾病编码,A01.2,副伤寒,
LY.00.249,传染病疾病编码,A01.3,副伤寒,
LY.00.249,传染病疾病编码,A01.4,副伤寒,
LY.00.249,传染病疾病编码,A03,细菌性痢疾,
LY.00.249,传染病疾病编码,A06.0,阿米巴性痢疾,
LY.00.249,传染病疾病编码,A09.0,其它感染性腹泻病,
LY.00.249,传染病疾病编码,A15.0,肺结核-继发,
LY.00.249,传染病疾病编码,A15.1,肺结核-继发,
LY.00.249,传染病疾病编码,A15.2,肺结核-继发,
LY.00.249,传染病疾病编码,A15.3,肺结核-继发,
LY.00.249,传染病疾病编码,A15.4,肺结核-继发,
LY.00.249,传染病疾病编码,A15.501,肺结核-气管支气管,
LY.00.249,传染病疾病编码,A15.502,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A15.503,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A15.504,肺结核-气管支气管,
LY.00.249,传染病疾病编码,A15.6,肺结核-结核性胸膜炎,
LY.00.249,传染病疾病编码,A15.7,肺结核-原发,
LY.00.249,传染病疾病编码,A15.8,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A15.9,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A16.0,肺结核-继发,
LY.00.249,传染病疾病编码,A16.1,肺结核-继发,
LY.00.249,传染病疾病编码,A16.2,肺结核-继发,
LY.00.249,传染病疾病编码,A16.3,肺结核-继发,
LY.00.249,传染病疾病编码,A16.401,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A16.402,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A16.403,肺结核-气管支气管,
LY.00.249,传染病疾病编码,A16.404,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A16.5,肺结核-结核性胸膜炎,
LY.00.249,传染病疾病编码,A16.7,肺结核-原发,
LY.00.249,传染病疾病编码,A16.8,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A16.9,其他呼吸系统结核,
LY.00.249,传染病疾病编码,A17,神经系统结核,
LY.00.249,传染病疾病编码,A18.0,运动系统结核,
LY.00.249,传染病疾病编码,A18.1,泌尿生殖系统结核,
LY.00.249,传染病疾病编码,A18.2,淋巴系统结核,
LY.00.249,传染病疾病编码,A18.3,消化系统结核,
LY.00.249,传染病疾病编码,A18.4,皮肤结核,
LY.00.249,传染病疾病编码,A18.5,眼结核,
LY.00.249,传染病疾病编码,A18.6,耳结核,
LY.00.249,传染病疾病编码,A18.7,内分泌系统结核,
LY.00.249,传染病疾病编码,A18.800x002,循环系统结核,
LY.00.249,传染病疾病编码,A18.800x010,运动系统结核,
LY.00.249,传染病疾病编码,A18.800x014,消化系统结核,
LY.00.249,传染病疾病编码,A18.800x017,循环系统结核,
LY.00.249,传染病疾病编码,A18.800x018,循环系统结核,
LY.00.249,传染病疾病编码,A18.800x022,运动系统结核,
LY.00.249,传染病疾病编码,A18.800x025,口腔结核,
LY.00.249,传染病疾病编码,A18.800x027,运动系统结核,
LY.00.249,传染病疾病编码,A18.800x028,运动系统结核,
LY.00.249,传染病疾病编码,A18.800x031,循环系统结核,
LY.00.249,传染病疾病编码,A18.800x034,口腔结核,
LY.00.249,传染病疾病编码,A18.800x042,循环系统结核,
LY.00.249,传染病疾病编码,A18.801,内分泌系统结核,
LY.00.249,传染病疾病编码,A18.802,口腔结核,
LY.00.249,传染病疾病编码,A18.803,运动系统结核,
LY.00.249,传染病疾病编码,A18.804,内分泌系统结核,
LY.00.249,传染病疾病编码,A18.805,内分泌系统结核,
LY.00.249,传染病疾病编码,A18.808,循环系统结核,
LY.00.249,传染病疾病编码,A18.809,循环系统结核,
LY.00.249,传染病疾病编码,A18.810,运动系统结核,
LY.00.249,传染病疾病编码,A18.812,消化系统结核,
LY.00.249,传染病疾病编码,A18.813,消化系统结核,
LY.00.249,传染病疾病编码,A18.814,消化系统结核,
LY.00.249,传染病疾病编码,A18.815,消化系统结核,
LY.00.249,传染病疾病编码,A18.816,消化系统结核,
LY.00.249,传染病疾病编码,A18.817,消化系统结核,
LY.00.249,传染病疾病编码,A18.818,循环系统结核,
LY.00.249,传染病疾病编码,A18.819,结缔组织结核,
LY.00.249,传染病疾病编码,A19,肺结核-血行播散,
LY.00.249,传染病疾病编码,A20,鼠疫,
LY.00.249,传染病疾病编码,A22.0,皮肤炭疽,
LY.00.249,传染病疾病编码,A22.1,肺炭疽,
LY.00.249,传染病疾病编码,A22.2,炭疽（未分型）,
LY.00.249,传染病疾病编码,A22.7,炭疽（未分型）,
LY.00.249,传染病疾病编码,A22.8,炭疽（未分型）,
LY.00.249,传染病疾病编码,A22.9,炭疽（未分型）,
LY.00.249,传染病疾病编码,A23,布病,
LY.00.249,传染病疾病编码,A27,钩体病,
LY.00.249,传染病疾病编码,A28.80,人感染猪链球菌,
LY.00.249,传染病疾病编码,A30,麻风病,
LY.00.249,传染病疾病编码,A33,新生儿破伤风,
LY.00.249,传染病疾病编码,A36,白喉,
LY.00.249,传染病疾病编码,A37,百日咳,
LY.00.249,传染病疾病编码,A38,猩红热,
LY.00.249,传染病疾病编码,A39.0,流脑,
LY.00.249,传染病疾病编码,A50,胎传梅毒,
LY.00.249,传染病疾病编码,A51.0,Ⅰ期梅毒,
LY.00.249,传染病疾病编码,A51.1,Ⅰ期梅毒,
LY.00.249,传染病疾病编码,A51.2,Ⅰ期梅毒,
LY.00.249,传染病疾病编码,A51.3,Ⅱ期梅毒,
LY.00.249,传染病疾病编码,A51.4,Ⅱ期梅毒,
LY.00.249,传染病疾病编码,A51.5,Ⅰ期梅毒,
LY.00.249,传染病疾病编码,A51.9,Ⅰ期梅毒,
LY.00.249,传染病疾病编码,A52,III 期梅毒,
LY.00.249,传染病疾病编码,A53.0,隐性梅毒,
LY.00.249,传染病疾病编码,A54,淋病,
LY.00.249,传染病疾病编码,A56.00,生殖道沙眼衣原体感染,
LY.00.249,传染病疾病编码,A60.0,生殖器疱疹,
LY.00.249,传染病疾病编码,A60.9,生殖器疱疹,
LY.00.249,传染病疾病编码,A63.0,尖锐湿疣,
LY.00.249,传染病疾病编码,A75.0,斑疹伤寒,
LY.00.249,传染病疾病编码,A75.1,斑疹伤寒,
LY.00.249,传染病疾病编码,A75.2,斑疹伤寒,
LY.00.249,传染病疾病编码,A75.3,恙虫病,
LY.00.249,传染病疾病编码,A75.9,斑疹伤寒,
LY.00.249,传染病疾病编码,A80,脊灰,
LY.00.249,传染病疾病编码,A80.9,AFP,
LY.00.249,传染病疾病编码,A82,狂犬病,
LY.00.249,传染病疾病编码,A83.0,乙脑,
LY.00.249,传染病疾病编码,A84.0,森林脑炎,
LY.00.249,传染病疾病编码,A90,登革热,
LY.00.249,传染病疾病编码,A92.0,人粒细胞无形体病,
LY.00.249,传染病疾病编码,A92.4,发热伴血小板减少综合征,
LY.00.249,传染病疾病编码,A92.5,寨卡病毒病,
LY.00.249,传染病疾病编码,A98.4,埃博拉出血热,
LY.00.249,传染病疾病编码,A98.5,出血热,
LY.00.249,传染病疾病编码,B01.00,水痘,
LY.00.249,传染病疾病编码,B01.10,水痘,
LY.00.249,传染病疾病编码,B01.20,水痘,
LY.00.249,传染病疾病编码,B01.80,水痘,
LY.00.249,传染病疾病编码,B01.90,水痘,
LY.00.249,传染病疾病编码,B04,猴痘或猴痘（乙管前）,
LY.00.249,传染病疾病编码,B05,麻疹,
LY.00.249,传染病疾病编码,B06,风疹,
LY.00.249,传染病疾病编码,B08.4,手足口病,
LY.00.249,传染病疾病编码,B15.0,甲肝,
LY.00.249,传染病疾病编码,B15.900,甲肝,
LY.00.249,传染病疾病编码,B15.901,甲肝,
LY.00.249,传染病疾病编码,B15.902,儿童不明原因急性肝炎,
LY.00.249,传染病疾病编码,B15.903,甲肝,
LY.00.249,传染病疾病编码,B15.905,甲肝,
LY.00.249,传染病疾病编码,B16,乙肝,
LY.00.249,传染病疾病编码,B17.0,乙肝,
LY.00.249,传染病疾病编码,B17.2,戊肝,
LY.00.249,传染病疾病编码,B18.0,乙肝,
LY.00.249,传染病疾病编码,B18.1,乙肝,
LY.00.249,传染病疾病编码,B18.2,丙肝,
LY.00.249,传染病疾病编码,B18.8,丁肝,
LY.00.249,传染病疾病编码,B18.9,丁肝,
LY.00.249,传染病疾病编码,B19,肝炎（未分型）,
LY.00.249,传染病疾病编码,B20,HIV,
LY.00.249,传染病疾病编码,B21,HIV,
LY.00.249,传染病疾病编码,B22,HIV,
LY.00.249,传染病疾病编码,B23,HIV,
LY.00.249,传染病疾病编码,B24,艾滋病,
LY.00.249,传染病疾病编码,B26,流行性腮腺炎,
LY.00.249,传染病疾病编码,B30.3,急性出血性结膜炎,
LY.00.249,传染病疾病编码,B34.2,中东呼吸综合征（MERS）,
LY.00.249,传染病疾病编码,B50,恶性疟,
LY.00.249,传染病疾病编码,B51,间日疟,
LY.00.249,传染病疾病编码,B53,疟疾（未分型）,
LY.00.249,传染病疾病编码,B54,疟疾（未分型）,
LY.00.249,传染病疾病编码,B55.0,黑热病,
LY.00.249,传染病疾病编码,B65.2,血吸虫病,
LY.00.249,传染病疾病编码,B66.10,肝吸虫病,
LY.00.249,传染病疾病编码,B67,包虫病,
LY.00.249,传染病疾病编码,B74,丝虫病,
LY.00.249,传染病疾病编码,B97.4,人呼吸道合胞病毒感染,
LY.00.249,传染病疾病编码,B99,其它疾病,
LY.00.249,传染病疾病编码,G81.0,AFP,
LY.00.249,传染病疾病编码,G82.0,AFP,
LY.00.249,传染病疾病编码,G82.3,AFP,
LY.00.249,传染病疾病编码,J09.A103,人感染动物源性流感-H10N3,
LY.00.249,传染病疾病编码,J09.A108,人感染动物源性流感-H10N8,
LY.00.249,传染病疾病编码,J09.A38,人感染动物源性流感-H3N8,
LY.00.249,传染病疾病编码,J09.A56,人感染动物源性流感-H5N6,
LY.00.249,传染病疾病编码,J09.A58,人感染动物源性流感-H5N8,
LY.00.249,传染病疾病编码,J09.A74,人感染动物源性流感-H7N4,
LY.00.249,传染病疾病编码,J09.A92,人感染动物源性流感-H9N2,
LY.00.249,传染病疾病编码,J09.SA11,人感染动物源性流感-欧亚类禽 H1N1,
LY.00.249,传染病疾病编码,J09.x01,人感染高致病性禽流感,
LY.00.249,传染病疾病编码,J09.x02,人感染 H7N9 禽流感,
LY.00.249,传染病疾病编码,J09.x03,人感染动物源性流感-其他亚型,
LY.00.249,传染病疾病编码,J09.x04,人感染动物源性流感-其他亚型,
LY.00.249,传染病疾病编码,J10,流行性感冒,
LY.00.249,传染病疾病编码,J11,流行性感冒,
LY.00.249,传染病疾病编码,J12.1,人呼吸道合胞病毒感染,
LY.00.249,传染病疾病编码,J20.5,人呼吸道合胞病毒感染,
LY.00.249,传染病疾病编码,J21.0,人呼吸道合胞病毒感染,
LY.00.249,传染病疾病编码,N34.10,非淋菌性尿道炎,
LY.00.249,传染病疾病编码,U04,传染性非典,
LY.00.249,传染病疾病编码,U07.10,新型冠状病毒感染,
LY.00.249,传染病疾病编码,U09,不明原因肺炎,
LY.00.249,传染病疾病编码,U99,不明原因,
LY.00.250,Rh血型,1,阴性,
LY.00.250,Rh血型,2,阳性,
LY.00.250,Rh血型,3,不详,
LY.00.250,Rh血型,4,未查,
LY.00.252,法定传染病分类,1,甲类,
LY.00.252,法定传染病分类,2,乙类,
LY.00.252,法定传染病分类,3,丙类,
LY.00.252,法定传染病分类,4,无,
LY.00.253,实施DRGs管理,1,无,
LY.00.253,实施DRGs管理,2,按病种,
LY.00.253,实施DRGs管理,3,按费用,
LY.00.253,实施DRGs管理,4,两者都有,
LY.00.254,入院病情代码,1,有,
LY.00.254,入院病情代码,2,临床未确定,
LY.00.254,入院病情代码,3,情况不明,
LY.00.254,入院病情代码,4,无,
LY.00.255,病例首页费用分类,01,一般医疗服务费,
LY.00.255,病例首页费用分类,02,一般治疗操作费,
LY.00.255,病例首页费用分类,03,护理费,
LY.00.255,病例首页费用分类,04,综合医疗服务类其他费用,
LY.00.255,病例首页费用分类,05,病理诊断费,
LY.00.255,病例首页费用分类,06,实验室诊断费,
LY.00.255,病例首页费用分类,07,影像学诊断费,
LY.00.255,病例首页费用分类,08,临床诊断项目费,
LY.00.255,病例首页费用分类,09,非手术治疗项目费,
LY.00.255,病例首页费用分类,10,临床物理治疗费,
LY.00.255,病例首页费用分类,11,手术治疗费,
LY.00.255,病例首页费用分类,12,麻醉费,
LY.00.255,病例首页费用分类,13,手术费,
LY.00.255,病例首页费用分类,14,康复费,
LY.00.255,病例首页费用分类,15,中医治疗费,
LY.00.255,病例首页费用分类,16,西药费,
LY.00.255,病例首页费用分类,17,抗菌药物费,
LY.00.255,病例首页费用分类,18,中成药费,
LY.00.255,病例首页费用分类,19,中草药费,
LY.00.255,病例首页费用分类,20,血费,
LY.00.255,病例首页费用分类,21,白蛋白类制品费,
LY.00.255,病例首页费用分类,22,球蛋白类制品费,
LY.00.255,病例首页费用分类,23,凝血因子类制品费,
LY.00.255,病例首页费用分类,24,细胞因子类制品费,
LY.00.255,病例首页费用分类,25,检查用一次性医用材料费,
LY.00.255,病例首页费用分类,26,治疗用一次性医用材料费,
LY.00.255,病例首页费用分类,27,手术用一次性医用材料费,
LY.00.255,病例首页费用分类,28,其他费,
LY.00.256,处方类型代码表,1,普通处方,
LY.00.256,处方类型代码表,2,急诊处方,
LY.00.256,处方类型代码表,3,儿科处方,
LY.00.256,处方类型代码表,4,麻醉处方,
LY.00.256,处方类型代码表,5,精神药品处方,
LY.00.256,处方类型代码表,6,检验检查申请,
LY.00.256,处方类型代码表,7,治疗处置,
LY.00.256,处方类型代码表,8,体检处方,
LY.00.256,处方类型代码表,9,其他处方,
LY.00.256,处方类型代码表,99,无法归类处方,
LY.00.257,医嘱项目类别代码,1,西药,
LY.00.257,医嘱项目类别代码,2,中成药,
LY.00.257,医嘱项目类别代码,3,中草药,
LY.00.257,医嘱项目类别代码,4,治疗,
LY.00.257,医嘱项目类别代码,5,检验,
LY.00.257,医嘱项目类别代码,6,检查,
LY.00.257,医嘱项目类别代码,7,手术,
LY.00.257,医嘱项目类别代码,8,材料,
LY.00.257,医嘱项目类别代码,9,麻醉,
LY.00.257,医嘱项目类别代码,10,护理,
LY.00.257,医嘱项目类别代码,11,膳食,
LY.00.257,医嘱项目类别代码,12,输血,
LY.00.257,医嘱项目类别代码,13,输氧,
LY.00.257,医嘱项目类别代码,14,产后,
LY.00.257,医嘱项目类别代码,15,转科,
LY.00.257,医嘱项目类别代码,16,术后,
LY.00.257,医嘱项目类别代码,17,出院,
LY.00.257,医嘱项目类别代码,18,转院,
LY.00.257,医嘱项目类别代码,19,死亡,
LY.00.257,医嘱项目类别代码,20,床位,
LY.00.257,医嘱项目类别代码,21,特检,
LY.00.257,医嘱项目类别代码,99,其他,
LY.00.258,中药煎煮法代码,1,包煎,
LY.00.258,中药煎煮法代码,2,冲服,
